Cattle_ID,Breed,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Feed_Quantity_lb,Mastitis,Milk_Yield_L
CATTLE_157464,Holstein,Arid,Extensive,29,471.9,6,Mid,133,Silage,,4,97.41357292009182,6.78,5.1,1.2124025696373315,12.1,36.61901707875623,75.3,0.5383969041157712,1,0,1,1,0,0,1,1,9.67,4.0,12,2022-06-01,FARM_0026,,0,14.13011403197345
CATTLE_092157,Holstein,Continental,Extensive,107,616.6,4,Mid,192,Dry_Fodder,14.193992029286685,2,98.63209933003064,3.9,4.3,4.196778125667688,12.2,5.837197392056462,37.7,0.3395389436618826,0,0,1,1,0,1,1,1,12.55,3.5,24,2024-11-15,FARM_0180,30.649500000000003,1,24.89835504443897
CATTLE_094500,Holstein,Mediterranean,Semi_Intensive,140,497.6,6,Early,208,Green_Fodder,10.46180128200189,5,65.276612635508,4.65,5.2,9.637046066348022,10.0,12.26301985765848,50.6,0.6155859372618699,0,1,1,1,0,1,1,1,17.8,5.0,12,2022-10-14,FARM_0428,22.491,0,16.4421109363495
CATTLE_006136,Brown Swiss,Temperate,Semi_Intensive,80,532.6,6,Mid,343,Pasture_Grass,11.179346989789405,4,43.94854053648695,3.4,9.5,3.5439459727860463,9.5,24.774285290699,85.1,0.36711384076038,1,0,0,1,0,0,1,0,11.92,2.5,12,2023-01-01,FARM_0552,24.4755,0,14.940990357716055
CATTLE_225114,Jersey,Temperate,Semi_Intensive,54,705.2,3,Late,293,Crop_Residues,20.584398212835715,5,82.65277032403759,1.13,3.1,-7.761448928703944,7.3,31.500306469144995,52.7,0.8558831583612471,0,0,1,1,0,1,0,1,1.01,4.0,12,2023-04-06,FARM_0931,45.2025,0,32.200286274487894
CATTLE_005098,Guernsey,Temperate,Pastoral,63,737.3,6,Late,115,Silage,6.671349093030093,4,85.2985624616142,5.14,9.9,-1.2124025696373315,5.7,25.36864837183168,62.5,0.8853539372573663,1,0,0,1,1,0,1,0,7.33,3.5,12,2023-03-07,FARM_0027,14.994,0,12.445431289988887
CATTLE_092138,Holstein,Arid,Intensive,118,506.0,3,Mid,113,Green_Fodder,15.148709808359117,4,95.44443795544852,6.43,2.3,-1.8341474771436552,8.2,15.720877425059948,64.2,0.7337362308746019,1,1,1,1,1,0,0,0,6.73,3.0,12,2024-02-20,FARM_0708,34.1775,0,18.603148622640923
CATTLE_038720,Holstein,Continental,Pastoral,102,636.8,6,Mid,353,Concentrates,18.12974869485325,4,92.31532570914185,6.1,1.2,-1.03624151251054,6.7,20.58237628671162,64.3,0.9440042284152104,0,0,0,1,0,0,0,1,7.5,3.5,12,2024-07-11,FARM_0174,40.131,0,17.37964373971731
CATTLE_211414,Holstein,Tropical,Intensive,107,261.4,3,Late,326,Crop_Residues,10.851510012312248,3,86.35999775998067,0.89,4.6,-6.580133604441928,10.6,45.57598696173547,77.8,0.3239190713646225,1,1,1,0,1,0,1,0,2.15,4.0,12,2023-08-05,FARM_0250,24.0345,0,17.550043958657994
CATTLE_036047,Brown Swiss,Tropical,Pastoral,93,273.9,1,Early,191,Crop_Residues,6.308749386644442,3,78.74289768324682,3.18,11.4,-3.5024963122856247,11.7,0.9424883512268376,82.8,0.6316348931763912,0,1,0,1,1,1,1,0,5.12,4.5,12,2023-09-19,FARM_0844,13.8915,0,11.969039913943464
CATTLE_171253,Jersey,Continental,Pastoral,48,446.6,3,Early,190,Silage,13.586885190863306,4,77.79396294368664,6.9,10.1,1.4611005326398614,15.9,29.50666738175366,54.3,0.3101729599201486,1,1,1,1,1,1,0,1,9.91,4.0,12,2022-10-13,FARM_0266,30.2085,0,19.140924529985497
CATTLE_058473,Brown Swiss,Mediterranean,Mixed,136,421.4,6,Late,41,Concentrates,10.108142704590268,2,90.76395644724316,1.54,7.6,-8.80805285633959,12.8,15.353522757187848,82.8,0.3243047327821344,1,0,1,0,0,0,1,1,0.0,3.5,8,2023-06-27,FARM_0347,23.1525,0,11.635746055084477
CATTLE_171164,Brown Swiss,Arid,Mixed,31,291.2,3,Mid,15,Hay,12.220720564246918,3,85.59181972559999,4.97,4.7,-5.616428997807126,12.1,36.55294845421282,34.9,0.7975782578388415,1,1,0,1,0,1,0,1,3.08,2.5,12,2023-06-29,FARM_0266,26.901,0,13.7797064613579
CATTLE_109261,Brown Swiss,Mediterranean,Extensive,72,633.0,5,Mid,44,Dry_Fodder,12.348506538666529,5,74.95146312762223,4.85,5.0,7.719999268203521,13.6,30.152883933061176,95.2,0.7419984037378807,0,0,1,1,1,1,1,1,15.95,3.5,12,2023-11-07,FARM_0035,26.239500000000003,0,15.520179839334556
CATTLE_094042,Holstein,Mediterranean,Mixed,139,479.5,2,Mid,22,Silage,20.109782606379337,3,98.0464430087408,3.23,4.0,3.2019862736575684,13.7,15.890330738105645,66.5,0.4639763905305876,1,1,1,0,1,1,1,1,11.59,3.0,8,2023-10-28,FARM_0124,43.218,1,14.46317649455809
CATTLE_080306,Guernsey,Temperate,Pastoral,116,357.5,3,Mid,265,Dry_Fodder,14.022012660034257,5,65.47192897840785,5.13,6.6,2.56987895102614,5.0,7.8891398408745586,51.0,0.4021621176379965,1,0,1,0,1,0,0,1,10.98,4.0,12,2024-01-02,FARM_0040,30.429,0,6.3373087200974565
CATTLE_177190,Jersey,Arid,Extensive,103,452.8,3,Late,115,Silage,15.975497455109158,5,70.50686505796538,6.76,6.1,-5.409180695305019,12.9,-2.729549597602844,80.4,0.8558656325860573,1,0,1,0,0,0,0,0,3.28,2.5,12,2022-06-16,FARM_0167,36.162,0,12.677876225258585
CATTLE_091492,Holstein,Tropical,Mixed,127,730.2,3,Early,200,Hay,11.465812061687645,2,79.56495176964985,4.92,1.0,-3.916992917289841,14.7,33.81726630116795,46.7,0.7778018675981738,1,1,0,1,1,0,1,0,4.72,3.0,12,2022-04-30,FARM_0450,24.696,1,18.529330993867152
CATTLE_096373,Guernsey,Continental,Mixed,75,605.0,4,Mid,302,Hay,16.090892088614595,2,96.96853423319172,4.15,5.2,-4.290039861793635,7.9,31.493414694206557,67.7,0.4482215626034647,1,1,1,0,1,0,0,1,4.36,3.0,8,2024-08-22,FARM_0983,35.941500000000005,0,22.62755327922733
CATTLE_174778,Holstein,Subtropical,Pastoral,77,268.9,4,Late,174,Pasture_Grass,13.862706628943853,5,102.33717465328289,5.74,1.0,2.9118386501546176,13.1,8.044802741545812,87.6,0.3810498657618258,1,0,0,1,1,1,1,0,11.31,2.5,12,2022-07-05,FARM_0853,30.429,0,9.765737752360764
CATTLE_031169,Jersey,Mediterranean,Extensive,48,541.9,3,Mid,281,Concentrates,12.939939821505924,1,71.2443681498631,5.73,5.7,9.429797763845915,9.7,43.82599031929033,59.7,0.9085276124624284,0,0,0,0,1,1,0,1,17.6,3.5,24,2024-09-01,FARM_0944,28.4445,0,13.073425533860156
CATTLE_092844,Jersey,Temperate,Mixed,62,585.1,5,Early,181,Hay,14.259155635665536,2,91.49905099071528,7.22,3.8,-3.9791674080404738,7.9,22.065706773750573,79.6,,1,0,1,0,1,1,1,1,4.66,3.0,24,2024-02-04,FARM_0258,30.429,0,22.80867372101166
CATTLE_144454,Holstein,Subtropical,Pastoral,33,504.8,1,Late,97,Concentrates,15.850549307662575,3,68.41788303281449,0.5,13.7,0.0,16.6,28.382167056324818,100.0,0.9752160173805002,1,1,1,1,1,0,0,1,8.5,3.5,12,2022-06-24,FARM_0044,34.6185,0,14.411934511101162
CATTLE_119700,Holstein,Arid,Mixed,136,484.5,5,Late,240,Dry_Fodder,8.818961247604696,3,102.25344541947352,5.24,8.7,-3.8133687660387854,11.8,25.25797196959361,66.6,0.4178265218828029,0,1,1,0,1,1,0,1,4.82,3.0,12,2023-06-17,FARM_0188,19.6245,0,14.459329467600789
CATTLE_018875,Holstein,Arid,Pastoral,42,259.4,1,Mid,178,Dry_Fodder,16.992458056501242,2,62.13254111117215,5.25,11.2,15.346736800281093,10.1,45.58499961105725,63.9,0.5073827612019703,0,1,1,1,1,0,0,0,23.31,2.5,12,2024-06-23,FARM_0461,37.926,0,13.046782256606091
CATTLE_008262,Holstein,Continental,Extensive,117,698.9,4,Early,193,Hay,,4,85.4751297242703,3.5,8.8,-2.2382816670227665,9.4,8.103123484271377,45.7,0.8197579925036498,0,1,1,0,1,1,0,1,6.34,4.0,8,2023-10-10,FARM_0136,,0,12.75898916468911
CATTLE_212348,Holstein,Continental,Semi_Intensive,103,645.7,4,Mid,311,Crop_Residues,10.680393154716048,5,77.25529249332547,2.05,2.7,-2.404080309024453,5.0,35.53231599694833,53.3,0.3439876634553783,0,1,1,1,0,1,1,1,6.18,4.0,12,2022-02-14,FARM_0209,23.814000000000004,0,12.01174075705803
CATTLE_096937,Guernsey,Temperate,Mixed,61,264.3,4,Mid,232,Pasture_Grass,16.38531744682302,3,87.323167288935,3.25,11.5,-8.80805285633959,14.5,15.107162130392092,34.6,0.9557771916133856,0,1,0,0,0,0,0,0,0.0,3.5,8,2024-02-11,FARM_0789,36.3825,0,6.41809838637324
CATTLE_175730,Brown Swiss,Subtropical,Semi_Intensive,126,690.7,6,Mid,51,Mixed_Feed,6.509009296984548,3,89.21904926129542,4.43,7.6,0.1657986420016865,5.4,15.779919701799866,60.0,0.3368088275700914,1,1,1,0,0,1,1,0,8.66,3.5,12,2023-04-12,FARM_0292,14.994,0,9.599335645077751
CATTLE_149911,Holstein,Mediterranean,Extensive,35,336.4,2,Early,326,Crop_Residues,19.182278996876125,4,57.07043235427356,2.2,9.5,4.010254653415789,5.0,15.179230866916704,67.7,0.3365687121727725,1,0,1,1,0,1,0,1,12.37,3.5,12,2024-06-11,FARM_0957,42.5565,0,7.688929213739988
CATTLE_215433,Jersey,Continental,Semi_Intensive,136,481.8,2,Late,258,Mixed_Feed,16.044257288371448,3,80.92007845764986,3.07,6.0,-3.170899028282252,11.3,3.2255307294611235,74.6,0.9825208926833776,0,0,0,1,1,1,1,0,5.44,3.5,12,2024-05-27,FARM_0777,35.28,0,11.013634620508238
CATTLE_236920,Jersey,Arid,Semi_Intensive,102,456.9,5,Mid,209,Concentrates,18.4789282576262,1,93.68379589642066,8.15,7.1,3.067274877031199,7.4,-6.107268614564785,48.1,0.3755552322314952,0,1,1,0,0,1,0,1,11.46,3.0,12,2022-10-31,FARM_0215,39.910500000000006,0,8.044456750803134
CATTLE_030929,Brown Swiss,Subtropical,Semi_Intensive,75,648.4,4,Mid,194,Green_Fodder,11.185601779049133,5,76.75392665878029,4.88,1.4,7.191516096823146,11.1,5.362967843937129,45.1,0.8287444934079413,0,1,0,1,1,0,1,0,15.44,3.0,12,2024-07-09,FARM_0379,24.696,0,22.0137607954953
CATTLE_147722,Brown Swiss,Temperate,Intensive,30,643.2,6,Late,260,Silage,15.905674562993022,2,78.34997059342635,2.56,7.0,-6.23817390531345,12.7,33.70604699912943,53.2,0.9353154126212864,0,0,1,1,0,1,1,1,2.48,4.5,12,2024-02-01,FARM_0055,34.1775,0,24.36449094498452
CATTLE_169771,Holstein,Subtropical,Mixed,107,699.1,4,Late,269,Pasture_Grass,12.897538852851246,4,47.45575072299067,3.56,8.7,-3.150174198032041,7.9,14.050587939077843,63.7,0.9369744517133206,0,1,1,1,1,1,1,1,5.46,3.5,24,2022-03-18,FARM_0386,28.8855,0,13.780630180426389
CATTLE_246567,Brown Swiss,Tropical,Pastoral,118,746.9,4,Late,67,Pasture_Grass,8.730122633182743,3,95.17370529756028,8.22,1.0,3.740831860163049,10.8,23.138169716713307,55.0,0.9142897660906172,0,1,0,0,0,1,0,0,12.11,4.0,8,2024-06-25,FARM_0749,19.1835,0,17.161494130094287
CATTLE_162136,Jersey,Tropical,Semi_Intensive,74,363.8,3,Late,112,Pasture_Grass,10.582774689032291,3,96.24419893866796,7.21,4.3,0.7979059646331154,12.9,20.15405771903889,85.7,0.3285472698612153,0,1,1,0,0,0,0,1,9.27,3.0,24,2023-07-11,FARM_0372,22.932,0,13.749384155558662
CATTLE_156730,Holstein,Continental,Semi_Intensive,125,342.6,1,Early,110,Mixed_Feed,10.999667842232178,1,94.26035093412884,5.59,4.0,9.823569538599918,10.7,15.8452983193138,48.9,0.7282870607670713,1,1,1,0,1,1,1,1,17.98,2.5,12,2023-02-16,FARM_0522,23.5935,1,11.213822059598703
CATTLE_057315,Jersey,Subtropical,Extensive,64,317.9,2,Mid,236,Dry_Fodder,17.61648707222316,5,72.33630050941561,7.29,5.9,2.974013140905249,10.2,38.0572587096209,57.0,0.3551747041718952,1,1,0,1,1,0,1,1,11.37,3.0,8,2024-02-11,FARM_0672,39.0285,0,25.355728132054164
CATTLE_164494,Jersey,Subtropical,Mixed,107,273.7,5,Mid,316,Crop_Residues,3.1223098316929265,4,93.96167829712662,4.05,8.2,2.3315434031487148,8.3,38.92801957870061,100.0,0.8749084133677745,1,0,1,1,0,0,0,0,10.75,2.5,12,2022-05-09,FARM_0554,8.1585,0,9.841382479542505
CATTLE_050772,Guernsey,Temperate,Intensive,63,283.2,2,Mid,94,Concentrates,11.573352594715416,4,77.45531903749136,4.9,7.5,-0.072536905875738,11.0,34.794534156093746,67.8,0.5738052939293373,0,1,1,1,1,1,0,1,8.43,2.5,12,2022-05-10,FARM_0232,25.578,0,17.195966506376237
CATTLE_107639,Jersey,Mediterranean,Semi_Intensive,97,433.3,2,Early,347,Crop_Residues,11.03357639532814,2,87.35711097493937,1.38,9.4,-1.222764984762437,6.5,26.14940314159386,64.9,0.6465792409863393,1,1,1,1,1,0,1,1,7.32,4.0,24,2022-11-03,FARM_0587,24.696,0,16.020226522619478
CATTLE_097944,Jersey,Temperate,Mixed,87,688.9,3,Late,100,Pasture_Grass,9.085837100354476,4,69.4928618755409,4.63,6.4,-3.6475701240371,9.1,10.236815753660872,33.8,0.5719828494819378,1,1,1,1,1,1,1,0,4.98,3.5,12,2023-11-29,FARM_0913,19.845,0,20.019929198645965
CATTLE_050870,Guernsey,Arid,Pastoral,40,671.9,5,Mid,32,Dry_Fodder,17.244252626460174,1,92.37379209390764,3.15,6.1,-5.419543110430125,11.3,22.18660134312753,59.6,0.7682615773741784,1,0,0,1,1,1,0,1,3.27,3.5,12,2023-09-26,FARM_0480,38.5875,0,30.34160322299422
CATTLE_064245,Holstein,Mediterranean,Pastoral,54,634.8,5,Early,142,Green_Fodder,11.790984803599631,3,80.5420009107993,4.66,5.1,-7.264053002698884,8.3,21.09741814511634,56.5,0.949050222197906,1,1,0,1,1,1,1,1,1.49,3.0,12,2023-09-23,FARM_0036,25.7985,0,10.116372780232217
CATTLE_060661,Jersey,Continental,Intensive,129,433.7,1,Late,59,Mixed_Feed,8.213137363089166,1,57.924186519818,3.34,5.4,-6.269261150688766,7.6,30.82919894602493,28.0,0.5797803631691192,0,1,0,0,0,0,1,0,2.45,4.0,12,2023-09-19,FARM_0856,18.081,0,8.182154407495815
CATTLE_200634,Jersey,Subtropical,Semi_Intensive,39,404.4,4,Mid,163,Silage,16.497993159123652,5,75.95202341888574,3.35,4.6,-3.3056104249086227,11.0,39.60217999403661,61.4,0.5219247499415454,1,1,1,1,1,0,1,1,5.31,3.5,12,2024-05-24,FARM_0431,35.941500000000005,0,22.047565851585787
CATTLE_106974,Holstein,Subtropical,Intensive,136,263.6,6,Late,184,Pasture_Grass,12.915625133122385,3,73.04733552834553,4.6,4.1,-8.80805285633959,8.8,20.49002265622965,65.8,0.7866244283873032,1,0,1,1,1,0,1,0,0.0,3.5,24,2024-03-10,FARM_0832,28.0035,0,8.676059201901587
CATTLE_092743,Guernsey,Continental,Intensive,58,671.4,6,Early,170,Dry_Fodder,4.718712198930362,2,89.30249769309921,1.77,2.4,-3.5750332181613627,9.6,25.922963406344262,50.9,0.9811614326414936,0,0,1,0,0,0,1,1,5.05,4.5,12,2024-12-02,FARM_0612,10.143,0,18.694460268326186
CATTLE_226991,Brown Swiss,Mediterranean,Intensive,100,611.8,4,Mid,210,Dry_Fodder,17.16793373787083,5,78.25445529174594,2.96,2.9,0.7046442285071669,12.3,34.36012166711147,49.8,0.5230153470964242,0,1,1,1,1,0,1,0,9.18,3.0,12,2023-09-30,FARM_0677,38.80800000000001,0,14.418075098199049
CATTLE_000515,Holstein,Arid,Mixed,100,469.4,1,Late,364,Crop_Residues,2.630178710282069,5,74.12779250305556,4.27,1.0,-8.372831421085163,12.6,21.602964696920317,74.3,0.3538547257322907,1,1,1,0,1,1,0,1,0.42,2.5,8,2022-02-20,FARM_0491,6.615,0,15.136978402309255
CATTLE_238646,Brown Swiss,Subtropical,Pastoral,66,618.4,6,Mid,205,Silage,,4,67.60629350651298,4.76,3.3,2.559516535901034,18.0,21.495154304533692,84.0,0.827228734491082,0,0,1,0,1,1,1,1,10.97,4.0,12,2023-06-13,FARM_0865,,0,11.89671704188225
CATTLE_115232,Guernsey,Temperate,Pastoral,101,369.6,1,Mid,151,Pasture_Grass,11.286551639292204,5,65.14845924443428,4.63,4.7,0.8808052856339585,8.9,15.058671004365229,83.5,0.5265907356459124,1,0,1,1,0,0,0,1,9.35,3.0,12,2023-08-10,FARM_0084,25.3575,0,8.696116711474604
CATTLE_168201,Holstein,Tropical,Semi_Intensive,85,681.5,3,Mid,94,Crop_Residues,10.496412254987606,4,116.67807402899518,3.0,5.5,-3.5750332181613627,15.0,17.564695909228988,49.8,0.956003335383425,0,1,1,1,0,1,0,0,5.05,3.5,24,2022-02-23,FARM_0483,22.491,0,23.454724367902507
CATTLE_185426,Holstein,Mediterranean,Semi_Intensive,94,696.7,3,Mid,268,Hay,9.83097254202774,3,72.73192926771401,1.83,3.8,-5.45063035580544,5.6,25.313881172922965,10.3,0.5488885644460236,1,0,0,0,1,1,1,1,3.24,3.0,24,2023-12-21,FARM_0759,22.05,0,19.551521434246684
CATTLE_033758,Guernsey,Temperate,Mixed,116,470.5,4,Mid,272,Silage,6.905464933990125,3,102.6914584014413,2.05,8.2,-4.973959260050591,13.3,40.55713946796797,67.0,0.3927267549744493,1,0,1,1,1,1,0,1,3.7,3.5,12,2022-05-31,FARM_0484,14.994,0,16.448918627101204
CATTLE_125831,Holstein,Continental,Extensive,108,394.1,5,Mid,28,Dry_Fodder,13.105630547290671,3,97.21633629946572,3.35,4.7,-0.6217449075063236,12.3,24.22666353038236,60.2,0.7772813443886597,1,0,0,1,1,0,1,0,7.9,2.5,24,2022-02-14,FARM_0780,28.665,0,10.103599789298634
CATTLE_218061,Holstein,Subtropical,Semi_Intensive,49,351.9,1,Late,48,Hay,14.934805838688645,4,76.39893287384476,6.41,7.8,-3.150174198032041,11.0,22.23709530941349,77.1,0.6636720647299477,0,0,1,0,1,1,1,0,5.46,4.0,12,2024-08-16,FARM_0237,33.516,1,15.573426783656284
CATTLE_082458,Holstein,Mediterranean,Extensive,128,546.5,3,Mid,242,Hay,14.41339699930642,1,86.85317895254573,2.59,7.8,1.9792212888951315,9.0,30.25374854951866,52.6,0.684660195937162,0,0,1,1,1,1,1,0,10.41,3.5,6,2022-12-23,FARM_0146,31.5315,0,17.94540001584752
CATTLE_139356,Holstein,Tropical,Pastoral,24,718.9,4,Early,124,Concentrates,8.962208703005446,2,101.7518214825482,2.07,6.9,0.974067021759907,14.7,14.115235151564338,29.0,0.8732573686565376,1,0,0,1,0,1,1,1,9.44,3.0,12,2024-06-01,FARM_0498,19.404000000000003,0,23.98747433215103
CATTLE_081411,Holstein,Temperate,Extensive,35,262.6,5,Late,144,Crop_Residues,7.556053428264386,1,91.86081519780952,5.21,7.9,-8.80805285633959,14.3,29.655945754515045,100.0,0.7531422502834846,1,1,1,1,0,1,0,1,0.0,3.0,12,2023-03-07,FARM_0915,16.5375,0,11.32226020728955
CATTLE_097165,Brown Swiss,Mediterranean,Mixed,132,282.1,1,Mid,236,Pasture_Grass,11.171527817753056,3,85.02897160772612,3.74,4.0,3.771919105538366,9.1,43.39773169555747,12.1,0.9659338243789192,1,0,1,1,1,0,1,1,12.14,4.0,12,2024-07-22,FARM_0608,24.696,1,8.967433757508829
CATTLE_109935,Holstein,Temperate,Mixed,113,690.3,3,Mid,76,Mixed_Feed,,3,82.38119385469528,4.85,6.1,-3.8651808416643134,15.9,-0.5836045013179727,79.2,0.4846188204633169,1,0,1,1,1,1,1,1,4.77,3.0,12,2022-09-15,FARM_0081,,0,15.179709808583258
CATTLE_242024,Holstein,Mediterranean,Extensive,143,377.5,2,Late,56,Silage,9.62128546994374,3,84.66290831903154,3.81,7.0,2.1242951006466075,13.7,15.10480886443854,59.9,0.4419155299152186,0,1,1,1,1,0,1,1,10.55,3.5,12,2023-03-27,FARM_0645,21.3885,0,16.568888605905265
CATTLE_244402,Holstein,Tropical,Pastoral,74,366.4,1,Mid,200,Silage,16.159000292274364,3,68.87283717198385,5.86,6.1,13.89599868276634,8.1,38.73240210142612,75.3,0.5812255405188766,1,1,1,1,1,1,1,0,21.91,3.5,8,2023-01-27,FARM_0364,35.28,0,13.568683714925395
CATTLE_102142,Jersey,Continental,Pastoral,105,580.5,5,Mid,287,Dry_Fodder,9.49410135672418,1,94.7880112955142,2.8,6.6,-5.7615028095586025,9.5,31.63590687449878,41.2,0.5369904544283838,1,1,0,0,0,1,1,1,2.94,4.0,12,2024-12-20,FARM_0673,20.9475,0,12.774421785359676
CATTLE_146637,Holstein,Temperate,Extensive,81,464.0,4,Late,178,Mixed_Feed,11.865609340981267,2,77.45654896946832,3.32,9.4,-3.8651808416643134,5.6,14.030205323885518,49.7,0.5534421134406762,1,1,0,0,0,0,1,0,4.77,4.0,12,2024-06-24,FARM_0742,26.239500000000003,0,14.345997477883031
CATTLE_178804,Jersey,Temperate,Pastoral,68,444.1,3,Early,144,Silage,8.044951184424415,3,86.4151500367443,3.32,4.0,-7.999784476581367,10.7,23.71162263404388,32.7,0.5014631718653385,1,1,1,1,1,1,1,1,0.78,3.5,12,2023-01-03,FARM_0364,18.522,0,17.44380632736416
CATTLE_221950,Guernsey,Continental,Mixed,86,426.0,4,Early,176,Hay,12.757460888787834,3,91.23958340257288,4.16,5.7,1.378201211639018,5.0,20.013749298572925,58.0,0.7477497915977562,0,1,1,1,1,1,1,0,9.83,3.5,12,2022-06-12,FARM_0730,28.224000000000004,0,10.758570174667463
CATTLE_041074,Jersey,Mediterranean,Semi_Intensive,85,488.5,5,Mid,196,Hay,13.601960145472567,3,78.21336930363553,4.27,6.3,-7.460938890075887,9.3,3.6901503113476943,100.0,0.9782672074637652,1,0,0,1,1,1,1,1,1.3,2.0,12,2024-08-12,FARM_0052,29.547,0,10.158038622070803
CATTLE_208103,Jersey,Continental,Mixed,79,575.5,6,Late,165,Mixed_Feed,17.602010271867787,5,89.44915933493385,4.8,7.7,-4.486925749170638,10.0,15.375640796488042,53.0,0.5970809411675583,0,1,1,1,1,0,1,1,4.17,3.0,6,2023-07-08,FARM_0282,37.926,0,13.858758219844583
CATTLE_216010,Brown Swiss,Arid,Mixed,69,302.2,6,Early,117,Concentrates,16.713822757176967,2,56.09260179936851,3.51,8.2,-0.5492080016305865,7.1,22.995722644887383,69.9,0.4479726213633133,1,1,1,0,1,0,0,1,7.97,4.0,12,2024-06-04,FARM_0936,37.044,0,11.668910337804007
CATTLE_063133,Holstein,Arid,Semi_Intensive,26,333.0,2,Early,261,Dry_Fodder,7.898490377719175,1,69.53110853084695,3.42,9.7,-0.9429797763845916,8.9,41.01880376197453,50.0,0.4644998886552967,0,1,1,1,1,1,1,0,7.59,3.0,12,2022-11-30,FARM_0990,17.64,0,18.77075915867629
